StartTime,green_energy_HU,HU_Load,green_energy_IT,IT_Load,green_energy_PO,PO_Load,green_energy_SP,SP_Load,green_energy_UK,UK_Load,green_energy_DE,DE_Load,green_energy_DK,DK_Load,green_energy_SE,SE_Load,green_energy_NE,NE_Load
2021-12-31 23:00:00+00:00,-4.198970938611086,-5.203363303294923,-1.7544270285006336,-1.5963878307487098,-1.624408740333717,-1.655702273647102,-1.340551404005145,-1.3399482363685122,-0.6622083741932983,-0.7194869518173608,-4.052965467395775,-4.644281429439048,0.345615485852812,-0.8602403260093768,-0.1239363745410779,0.07994018275179568,-3.260298538405252,-4.495242705221335
2022-01-01 00:00:00+00:00,-0.5366436078951894,-1.1249799445858353,-1.8561104380128934,-1.7849878394974703,-1.6620993525675707,-1.8146118843522039,-1.356074936730515,-1.3714464844783774,-0.6622083741932983,0.1294182678247459,-0.6494813680636957,-1.4397434130881535,0.31228521330772346,-0.9967765866999372,-0.10396404971918038,0.07994018275179568,-0.642038380755826,-0.6491174789745799
2022-01-01 01:00:00+00:00,-0.48939261018167285,-1.4695520369261672,-1.928897221765637,-1.932966307900344,-1.642891636717626,-1.9270807141951785,-1.348789225371408,-1.3993019128376798,-0.6622083741932983,-0.039763901169183664,-0.8126958732657298,-1.5625246449944792,0.11696981619350445,-1.1276238365283908,-0.12969762208585603,0.06037632552632788,-0.8378924870366885,-0.8062287826537183
2022-01-01 02:00:00+00:00,-0.48339248348789293,-1.6851184768481013,-1.9985489942331502,-2.010478838968516,-1.6758709224222479,-1.9845788238340027,-1.3470712877498003,-1.4163745947353168,-0.6622083741932983,-0.09965139461836227,-0.9440913022373941,-1.6245669660002233,-0.06034723374636672,-1.1930474614426176,-0.3317253693227425,0.02189004901721089,-1.0350036800074154,-0.8748462899817545
2022-01-01 03:00:00+00:00,-0.5850196293637897,-1.7355844185972673,-2.022811255484065,-1.9723443317050302,-1.6813070684175153,-1.9950043052520312,-1.349617147116761,-1.423271666796382,-0.6622083741932983,-0.282308249638357,-1.0705345258902956,-1.651130463943439,-0.18700226941770326,-1.2442485592015777,-0.22264574914160987,0.09790044512271695,-1.1010426341149548,-0.9649858937041933
2022-01-01 04:00:00+00:00,-0.5820195660168997,-1.7162001495810313,-2.0266277909617365,-1.8586316524374626,-1.722621777981547,-1.9681507925086243,-1.3530323243163425,-1.419677417975827,-0.6622083741932983,-0.39160292518310796,-1.22541821840656,-1.7153625139258566,-0.26832813442771936,-1.121934825666284,-0.17847618463164422,0.21015208494097484,-1.1770544759620847,-0.9732149305608766
2022-01-01 05:00:00+00:00,-0.6048950490369356,-1.62529461212558,-2.0035922732572167,-1.7874748725798717,-1.7436415424965808,-1.9697304109052953,-1.34760943688428,-1.411857498244619,-0.6622083741932983,-0.42903260858884457,-1.2201420370389062,-1.722583405908458,-0.36431931935757444,-0.9683315323894037,-0.04558340793209534,0.31181999871922556,-1.268570386984208,-0.8706684712698999
2022-01-01 06:00:00+00:00,-0.6491459834035622,-1.6005629585531411,-1.9372118169134225,-1.7113440265574782,-1.7624868486135075,-1.9435087455205569,-1.3466573268771238,-1.4133146261448442,-0.6622083741932983,-0.4455016692873687,-1.2964152554063957,-1.6422672752283327,-0.48630811687259856,-0.76921615221567,0.22135439497595802,0.4404283060538582,-1.2707493372466394,-0.742548697439692
2022-01-01 07:00:00+00:00,-0.520518267405656,-1.525365363231536,-1.797363052624443,-1.5483051911556192,-1.6026641563526478,-1.730260261969973,-1.3035433019878633,-1.395659093087117,-0.6622083741932983,-0.35267605444114186,-1.3825928844114113,-1.495138342557568,-0.7136205756301026,-0.5430779704469295,0.23210872372621053,0.5969391638576006,-1.2648829326939393,-0.6362042211379384
2022-01-01 08:00:00+00:00,-0.0007572925569736046,-1.427775595080831,-1.613487825503748,-1.3733838643600655,-1.5852684891677922,-1.5252257940820781,-1.2515705144233251,-1.359595177556547,-0.6622083741932983,-0.21044325749934267,-1.274361742935456,-1.264226208326945,-0.7976128624437258,-0.2913392397987089,0.2125204820739649,0.7678823753522619,-1.1175523726418397,-0.5179592915357505
2022-01-01 09:00:00+00:00,0.1012448612372844,-1.262675096908063,-1.3915835484448216,-1.2488940417354257,-1.3884800041391145,-1.275014240049393,-1.2228002337723063,-1.3360139910379047,-0.6622083741932983,-0.09366264527344441,-1.2009811678616362,-1.0564365693619087,-0.8282767131852072,-0.14342495738393526,0.13839243033115295,0.8259325090868467,-0.8842370830030202,-0.3845222938904549
2022-01-01 10:00:00+00:00,0.27374850368345605,-1.1106088485910397,-1.3025764889119722,-1.1734540382359215,-1.0325936463156127,-1.0879874218835472,-1.224518171393914,-1.3232641219109353,-0.6622083741932983,0.11145201978999231,-1.1284799563490924,-0.8347004422716313,-0.5469692129046597,-0.036756003719435035,0.09921594702666166,0.7823147290431808,-0.6033201107080046,-0.4227556651322758
2022-01-01 11:00:00+00:00,0.34237495274356344,-0.9548662733916269,-1.3527366694756606,-1.2994637144109176,-0.9372798865319254,-0.9372918268411345,-1.2277470662007908,-1.3089114120937186,-0.6622083741932983,0.28961731280129865,-1.0806472068449657,-0.8296692792657032,-0.484974905970795,0.03435663205689845,0.1141951906430848,0.7890498274322763,-0.3762902545185066,-0.4480757785374552
